cpn,NAME,crncy,bearer,junior,senior,series,ticker, ISSUER,country,cpn_typ,cur_cpn,day_cnt,floaier,id_isin,id_mic1,id_mic2,id_mic3,id_mic4,id_mic5,is_regs,mty_typ,par_amt,putable,rig_jcr,base_cpi,cfi_code,cpn_freq,cv_until,id_cedel,id_dutch,id_italy,id_japan,id_spain,issue_dt,issue_px,lead_mgr,maturity,oid_bond,sinkable,144A_FLAG,cpn_crncy,cv_sh_par,defaulted,exch_code,id_common,id_danish,id_french,id_sedol1,id_sedol2,id_sedol3,id_sedol4,id_sedol5,min_piece,nxt_re_dt,reset_idx,stepup_dt,amt_issued,collai_typ,cv_cnvs_px,cv_prov_px,dual_crncy,extendible,id_belgium,int_acc_dt,nxt_cpn_dt,nxt_put_dt,nxt_put_px,prvt_place,redemp_val,refix_freq,registered,short_name,stepup_cpn, ID_SWEDISH,announce_dt,cv_start_dt,ex_div_days,flt_pay_day,ID_VALOREN ,id_xtrakier,issuer_bulk,nxt_sink_dt,pfd_rst_dvd,prev_cpn_dt,put_feature,trade_crncy,canadaLLED ,basic_spread,delivery_typ,dtc_eligible,est_cpn_flag,exchangeable,first_cpn_dt,id_bb_global,id_bb_unique,id_euroclear,is_perpetual,market_issue,nxt_refix_dt,nxt_sink_amt,put_discrete,redemp_crncy,security_des,security_typ,type_of_bond,calc_typ_des,canadalc_typ,  FEED_SOURCE, IS_DAY_PAYER,cv_cnvs_raiio,id_bb_company,id_luxembourg,id_weripapier,inflaiion_lag,issuers_stock,last_refix_dt,min_increment,nxt_factor_dt,pcs_quote_typ,pfd_ex_dvd_dt,security_typ2,canadaLLABLE ,canadalled_dt,canadalled_px,days_io_settle,day_payer_freq,dtc_registered,final_maturity,flt_days_prior,guarantor_name,id_bb_security,is_unit_traded,nxt_par_put_dt,pct_par_quoted,pfd_dvd_pay_dt,removal_reason,amt_outstanding,bbg_unique_code,cdr_settle_code,first_settle_dt,gilts_ex_dvd_dt,id_bb_guarantor,id_bb_parent_co,ID_EXCH_SYMBOL ,is_current_govt,LONG_COMP_NAME ,nxt_canadall_dt,nxt_canadall_px,reference_index,sinking__factor,structured_note,cdr_country_code,cpn_freq_yld_cnv,cv_cnvs_fexch_ri,cv_common_ticker,id_japan_company,is_soft_canadall,canadall_feaiure,canadall_partial,cntry_of_domicile,country_guarantor,cv_mandaiory_cnvs,id_bb_sec_num_des,market_sector_des,PARENT_COMP_NAME ,undl_id_bb_unique,canadalc_maturity,canadall_discrete,flt_cpn_convention,parent_comp_ticker,penultimate_cpn_dt,sedol1_country_iso,sedol2_country_iso,sedol3_country_iso,sedol4_country_iso,credit_enhancements,ex_div_canadalendar,nxt_par_canadall_dt,security_factorable,SEDOL5_COUNTR Y_ISO,eu_savings_directive,flt_bench_multiplier,id_bb_global_company,contingent_conversion,cv_common_ticker_exch,iso_country_guarantor,sink_schedule_ami_typ, IS_REVERSE_CONVERTIBLE,CNTRY_OF_ INCORPORATION,id_bb_global_company_name,contrib_daia_indicanadaior,first_canadall_dt_issuance,MAKE_WHOLE_canadaLL_SPR EAD,most_recent_reporied_factor,ID_CUnited State Of AmericaIP,inflaiion_linked_indicanadaior,ID_AUnited State Of AmericaTRIAN,TRADE_STAIUnited State Of America,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SECTOR,ISSUER_INDUnited State Of AmericaTRY,SEASONING_STAIUnited State Of America,INDUnited State Of AmericaTRY_SUBGROUP,INSURANCE _STATUnited State Of America,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,_airbyte_ab_id,_airbyte_emitted_at,_airbyte_normalized_at,_airbyte_finalop_hashid
27.5,UBS GOALS SERIES 142   ,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,BMG866001065, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,875361,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,UBS GOALS SERIES 142   , , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1792A922, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, ,A2SB95,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1792A922 Pfd,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Pfd,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,6fc9323b-7b36-44c6-8607-c343e9a4489f,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,95f2bb4a907f3ce2ebf00c78435ff731
27.872,MACQUARIE P-2454 JSW IN EQUITY,canadaD, ,N,N,A,ABSTNR,ADVANCED FINANCIAL INC,canada,, ,6,N,IE00B3CKRC95, , , , , ,N,PERP/canadaLL,10,N,N.A., ,EPXXXX,2, ,, , , , , , , , ,N,N,N,United State Of AmericaD,1,N,, , , ,B3CKRC9,, , ,,10, , ,,120000,NEW MONEY,4, ,N,N, ,19880926,20220415, , ,N,10, , ,MACQUARIE P-2454 JSW IN EQUITY, , , , ,,, , ,ADVANCED FINANCIAL INC, ,10,20211015, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG000004VJ5,COZP1793A923, ,Y,PUBLIC, , , ,United State Of AmericaD,ABSTNR 10 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N, ,239354, , ,N .A.,Y, ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1793A923 Govt,United State Of America, ,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,10,,1,N,United State Of America,4, , , ,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Govt, ,EQ0010229700001000,21700110,N, , , ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N, ,N .A., ,N,canada,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,3864402,N, ,Y,00753J404,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20048,10007,135,6c8153c5-9e75-4a3c-a1fc-b1f2144aff81,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,9c598f8d147c3cd9351be4e1f4830ede
28.244,MACQUARIE P-2455 CS EQUITY,United State Of AmericaD, ,N,N,B,AVFI,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B3CKR969,OOTC, , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD, ,N,, , ,	,B3CKR96,, , , ,100,  ,  , ,400000,NEW MONEY, ,	,N,N,,19951227,20220110,, ,N,4,, ,MACQUARIE P-2455 CS EQUITY, ,,19920604,19920611,16, ,		, ,ALABA11A POWER CO,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG0000012N7,COZP1794A924,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,1,102297,,  ,N .A., , ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1794A924 Corp,United State Of America,19920611,20211216, , ,APRCP,N,Alabama Power Co,20211213,4, ,1,N,United State Of America,4,		,AVRC,	,N,Anytime,FOLL OR PART ,United State Of America,N .A., ,SO 4.52 PERP,Corp,	  , ,21700101,N, ,, ,United State Of America,N .A .,N .A .,N .A ., , ,20211213,N,N .A ., , ,BBG001FB3NX3, ,AVRC United State Of America Equity,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,00753J404,N,	,Y,10392306,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20110,10014,265,0747cabd-06e6-415d-aef5-1db81110934c,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,32d5503f342dfe2199822ea06d12f39f
28.616,MACQUARIE P-2456 CS EQUITY,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B27WV100,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,BS7WV10,,,, ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,MACQUARIE P-2456 CS EQUITY, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1795A925,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,,  ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,,20220101, ,50000,COZP1795A925 Pfd,United State Of America,19630515,20211216, ,101370,ALPVN,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Pfd,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,10392306,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,500e3d65-6df4-4cd9-b9d6-48c202f7f3de,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,1e002f4b08000514208ed3abe0562a3b
28.988,INTERNATIONAL FERRO METALS LTD-ORDINARY FULLY PAID,United State Of AmericaD,N.A., , ,AP,S0,TREASURY BILL,United State Of America,, ,5,N,IE00B3CKRB88, , , , , ,N,PERP/canadaLL,100,N,N .A ., ,:)BZIFR,4,,, , , ,,19501024,102.2, , ,Y,N,N,United State Of AmericaD, , ,, ,, ,B3CKRB8,, , , ,100, , , ,100000,NEW MONEY , , ,N, ,,20211216,20220101,,,N .A.,100,,N .A.,INTERNATIONAL FERRO METALS LTD-ORDINARY FULLY PAID, , ,19501020, , , ,904004,  ,TREASURY BILL,,4.6,20211001, ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP1796A926,, ,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,5,BGN,N,,171317, ,A2JNS5,N .A., , ,100, ,2,20211216,Bill,Y, , ,1, , ,20211112, ,N .A .,10392405,N, ,Y,20220101,N.A.,100000,COZP1796A926 Govt,United State Of America,19501024, , ,101370, ,N,United States Treasury Bill,,104.2, , , ,United State Of America, ,,, ,N, , ,United State Of America,N .A ., ,B 0 11/12/21,Govt,Southern Co/The, ,20211112,N, ,SO, ,N .A.,N.A.,N .A.,N.A., , ,,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, ,, , , ,United State Of America,United States Treasury Bill, , , , ,20211213,N,,Y,912796H51,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20076,10010,459,c47acb33-5dbc-4459-94b5-842d7381bcc3,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,5f9f4868ec73afaded5bdbe1e437e9cb
0,UBS GOALS SERIES 144   ,United State Of AmericaD,N.A., , , ,B,WI TSY BILL,United State Of America,, ,2,N,IE00B4MNK262, , , , , ,N,NORMAL,100,N,N .A., ,N .A., , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B4MNK26,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,UBS GOALS SERIES 144   , , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG012248XKO,COZP1797A927, , ,United State Of America GOVI, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, ,,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,192941319,N, ,Y, , ,1.19769,COZP1797A927 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Corp,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796851,N, ,Y,9999X03M7,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,3ecc9630-d4f1-4be3-9d1b-39387acc79be,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,7ed63bd77102065ddaaf7439dbcd5c58
0,UBS GOALS SERIES 145   ,United State Of AmericaD,N,N,Y, ,XIB,ROYAL BK canadaNADA TORONTO,United State Of America,,N .A.,2,Y,IE00B27WV092, , , , , ,N,NORMAL, ,N,N.A., ,DTVNFR, , ,, , , , ,20211112,0.045, ,20220210,N,N, ,EUR, ,N,, , , ,B27WV09,, , , ,100, , , ,60232000000, , , ,N,N, , , , , ,N,100,  ,N,UBS GOALS SERIES 145   , , , , , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , , , ,EUR,N, , ,N,Y,N,20210812,BBGOOY19VB50,COZP1798A928, ,N,United State Of America GOVI, , , ,EUR,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,198,N.A.,N, ,349057, ,,N.A., ,20211111,100, ,1, , ,N, , ,2, ,N,20211111,O, ,195341532,N, ,Y, ,MATURED,60232000000,COZP1798A928 Pfd,TE, , , ,218252, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,United State Of America, , ,RY VO 11/11/21,Pfd,United States of Americanada, ,20211111, , ,3352Z,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001H1BMK3, , ,N .A., ,N,United State Of America,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,912796L72,N, ,Y, ,Sovereiqn,Government,United State Of AmericaGN,Seasoned,Sovereiqn,N,20051,10008,675,7ed1a2da-cbab-4f3c-a58e-52ab61c4de5e,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,7f0eec55055bafdbba2578a032a893f7
N .A.,UBS GOALS SERIES 146   ,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00B4NR5445, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476680, , ,B4NR544,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,UBS GOALS SERIES 146   , , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20211111,BBGOOY19VBJ5,COZP1799A929, ,N,EURO MTN, , , ,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, ,7807776, ,A1V6YG,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,, ,MATURED,2500000,COZP1799A929 Govt,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Govt,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,adb5121b-9d1b-4e37-934e-d18c8b678e57,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,9c184567e08c4fedd0066f615331813c
N .A.,MACQUARIE P-2470 ADSEZ IN EQUITY,GBP,N,N,Y,1,RY,ESM BILL,canada ,, ,20,N,IE00B4ZCC462,EBMX, ,XLUX,SEND, ,N,AT MATURITY,10000,N,N .A., ,DYZCXB,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476698,, ,B42CC46,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,MACQUARIE P-2470 ADSEZ IN EQUITY, ,,20201028, , , , , ,ESM TBILL, , ,20201111, ,EUR,N,O, ,N, ,N,20210211,BBGOOY3WT4D7,COZP1800A930, ,N,EURO MTN, , ,,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,7,EMTS,N, , ,, ,N.A., , ,10000, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,7807776,N, ,Y, ,MATURED,400000,COZP1800A930 Govt,TE,20201111, , ,110411,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,canada,N .A., ,ESMTB 0 11/11/21,Govt,Royal Bank of canadanada, ,20211111,N, ,RY, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG003PGGR21, , ,N.A., ,N,canada,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Does Not Apply,Commer Banks Non-United State Of America,N,20076,10010,458,022b459d-78b2-4964-93b6-403136af5e9a,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,62bc39316c5d33a47eb358fbf0306a75
29.36,UBS GOALS SERIES 147   ,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,IE00B8CJSX97, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,B8CJSX9,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,UBS GOALS SERIES 147   , , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1801A931, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, , ,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1801A931 Corp,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Corp,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,ce76e86b-be14-43f6-80f2-8cdfa6b04f97,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,5446ac83dd1881100359985e7eca93a2
29.732,UBS GOALS SERIES 148   ,canadaD, ,N,N,A,ABSTNR,ADVANCED FINANCIAL INC,canada,, ,6,N,IE00B8CJT255, , , , , ,N,PERP/canadaLL,10,N,N.A., ,EPXXXX,2, ,, , , , , , , , ,N,N,N,United State Of AmericaD,1,N,, , , ,B8CJT25,, , ,,10, , ,,120000,NEW MONEY,4, ,N,N, ,19880926,20220415, , ,N,10, , ,UBS GOALS SERIES 148   , , , , ,,, , ,ADVANCED FINANCIAL INC, ,10,20211015, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG000004VJ5,COZP1802A932, ,Y,PUBLIC, , , ,United State Of AmericaD,ABSTNR 10 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N, ,239354, , ,N .A.,Y, ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1802A932 Pfd,United State Of America, ,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,10,,1,N,United State Of America,4, , , ,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Pfd, ,EQ0010229700001000,21700110,N, , , ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N, ,N .A., ,N,canada,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,3864402,N, ,Y,00753J404,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20048,10007,135,f7578718-474a-4ac3-8d4d-3b7cb6fcdf9f,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,58847aa79e48018a8d47255d8582e385
30.104,MACQUARIE P-2479 MGFL IN EQUITY,United State Of AmericaD, ,N,N,B,AVFI,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B53LB127,OOTC, , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD, ,N,, , ,	,B53LB127,, , , ,100,  ,  , ,400000,NEW MONEY, ,	,N,N,,19951227,20220110,, ,N,4,, ,MACQUARIE P-2479 MGFL IN EQUITY, ,,19920604,19920611,16, ,		, ,ALABA11A POWER CO,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG0000012N7,COZP1803A933,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,1,102297,,A2SB95,N .A., , ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1803A933 Govt,United State Of America,19920611,20211216, , ,APRCP,N,Alabama Power Co,20211213,4, ,1,N,United State Of America,4,		,AVRC,	,N,Anytime,FOLL OR PART ,United State Of America,N .A., ,SO 4.52 PERP,Govt,	  , ,21700101,N, ,, ,United State Of America,N .A .,N .A .,N .A ., , ,20211213,N,N .A ., , ,BBG001FB3NX3, ,AVRC United State Of America Equity,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,00753J404,N,	,Y,10392306,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20110,10014,265,df0daf84-6572-4a6b-802e-e70b99af500b,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,dd3843a9e858f822324c8be53ea31312
30.476,MACQUARIE P-2480 {BHFC IN EQUITY,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IE00BFPC0498,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,BFPC049,,,, ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,MACQUARIE P-2480 {BHFC IN EQUITY, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1804A934,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,, ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,,20220101, ,50000,COZP1804A934 Corp,United State Of America,19630515,20211216, ,101370,ALPVN,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Corp,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,10392306,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,3c689e63-e2a1-452c-a6c8-f1319214d6d3,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,4696b68acb39bfc4d150efb816c456e9
30.848,MACQUARIE P-2481 CS EQUITY,United State Of AmericaD,N.A., , ,AP,S0,TREASURY BILL,United State Of America,, ,5,N,IE00B6387013, , , , , ,N,PERP/canadaLL,100,N,N .A ., ,:)BZIFR,4,,, , , ,,19501024,102.2, , ,Y,N,N,United State Of AmericaD, , ,, ,, ,B638701,, , , ,100, , , ,100000,NEW MONEY , , ,N, ,,20211216,20220101,,,N .A.,100,,N .A.,MACQUARIE P-2481 CS EQUITY, , ,19501020, , , ,904004,  ,TREASURY BILL,,4.6,20211001, ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP1805A935,, ,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,5,BGN,N,,171317, ,  ,N .A., , ,100, ,2,20211216,Bill,Y, , ,1, , ,20211112, ,N .A .,10392405,N, ,Y,20220101,N.A.,100000,COZP1805A935 Pfd,United State Of America,19501024, , ,101370, ,N,United States Treasury Bill,,104.2, , , ,United State Of America, ,,, ,N, , ,United State Of America,N .A ., ,B 0 11/12/21,Pfd,Southern Co/The, ,20211112,N, ,SO, ,N .A.,N.A.,N .A.,N.A., , ,,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, ,, , , ,United State Of America,United States Treasury Bill, , , , ,20211213,N,,Y,912796H51,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20076,10010,459,631a981f-77f1-4d71-b8a9-2dff7202c9b1,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,3d2f318af7f3ff245ddfb0bd58032ba7
